drugbank_id,name
DB01602,Bacampicillin
DB01603,Meticillin
DB01604,Pivampicillin
DB01605,Pivmecillinam
DB01606,Tazobactam
DB01607,Ticarcillin
DB01608,Periciazine
DB01609,Deferasirox
DB01610,Valganciclovir
DB01611,Hydroxychloroquine
DB01612,Amyl Nitrite
DB01613,Erythrityl tetranitrate
DB01614,Acepromazine
DB01615,Aceprometazine
DB01618,Molindone
DB01619,Phenindamine
DB01620,Pheniramine
DB01621,Pipotiazine
DB01622,Thioproperazine
DB01623,Thiothixene
DB01624,Zuclopenthixol
DB01626,Pargyline
DB01627,Lincomycin
DB01628,Etoricoxib
DB01656,Roflumilast
DB01685,Topiroxostat
DB01708,Prasterone
DB01764,Dalfopristin
DB01878,Benzophenone
DB02187,Equilin
DB02300,Calcipotriol
DB02513,Thymol
DB02546,Vorinostat
DB02638,Terlipressin
DB02659,Cholic Acid
DB02701,Nicotinamide
DB02703,Fusidic acid
DB02709,Resveratrol
DB02959,Oxitriptan
DB03128,Acetylcholine
DB03585,Oxyphenbutazone
DB03615,Ribostamycin
DB03619,Deoxycholic acid
DB03754,Tromethamine
DB03756,Doconexent
DB03793,Benzoic acid
DB03796,Palmitic Acid
DB04272,Citric acid
DB04339,Carbocisteine
DB04398,Lactic acid
DB04552,Niflumic acid
DB04570,Latamoxef
DB04571,Trioxsalen
DB04572,Thiotepa
DB04573,Estriol
DB04574,Estrone sulfate
DB04575,Quinestrol
DB04576,Fleroxacin
DB04711,Iodipamide
DB04743,Nimesulide
DB04786,Suramin
DB04794,Bifonazole
DB04835,Maraviroc
DB04839,Cyproterone acetate
DB04840,Debrisoquine
DB04841,Flunarizine
DB04842,Fluspirilene
DB04844,Tetrabenazine
DB04845,Ixabepilone
DB04846,Celiprolol
DB04854,Febuxostat
DB04855,Dronedarone
DB04861,Nebivolol
DB04865,Omacetaxine mepesuccinate
DB04868,Nilotinib
DB04871,Lorcaserin
DB04876,Vildagliptin
DB04878,Voglibose
DB04894,Vapreotide
DB04896,Milnacipran
DB04898,Ximelagatran
DB04908,Flibanserin
DB04911,Oritavancin
DB04918,Ceftobiprole
DB04920,Clevidipine
DB04930,Permethrin
DB04938,Ospemifene
DB04946,Iloperidone
DB04948,Lofexidine
DB04951,Pirfenidone
DB04953,Ezogabine
DB04967,Lucanthone
DB05015,Belinostat
DB05039,Indacaterol
DB05109,Trabectedin
DB05219,Crisaborole
DB05239,Cobimetinib
DB05245,Silver sulfadiazine
DB05246,Methsuximide
DB05260,Gallium nitrate
DB05265,Ecabet
DB05266,Ibudilast
DB05271,Rotigotine
DB05294,Vandetanib
DB05316,Pimavanserin
DB05351,Dexlansoprazole
DB05381,Histamine
DB05521,Telaprevir
DB05528,Mipomersen
DB05541,Brivaracetam
DB05630,Sodium stibogluconate
DB05676,Apremilast
DB05812,Abiraterone
DB05990,Obeticholic acid
DB06016,Cariprazine
DB06144,Sertindole
DB06145,Spiramycin
DB06147,Sulfathiazole
DB06148,Mianserin
DB06150,Sulfadimethoxine
DB06152,Nylidrin
DB06153,Pizotifen
DB06154,Pentaerythritol tetranitrate
DB06155,Rimonabant
DB06176,Romidepsin
DB06193,Pixantrone
DB06196,Icatibant
DB06201,Rufinamide
DB06202,Lasofoxifene
DB06203,Alogliptin
DB06204,Tapentadol
DB06206,Sugammadex
DB06207,Silodosin
DB06209,Prasugrel
DB06210,Eltrombopag
DB06211,Doripenem
DB06212,Tolvaptan
DB06213,Regadenoson
DB06216,Asenapine
DB06217,Vernakalant
DB06218,Lacosamide
DB06228,Rivaroxaban
DB06237,Avanafil
DB06243,Eflornithine
DB06261,Hexaminolevulinate
DB06262,Droxidopa
DB06263,Amrubicin
DB06264,Tolperisone
DB06267,Udenafil
DB06268,Sitaxentan
DB06274,Alvimopan
DB06282,Levocetirizine
DB06287,Temsirolimus
DB06288,Amisulpride
DB06290,Simeprevir
DB06292,Dapagliflozin
DB06335,Saxagliptin
DB06401,Bazedoxifene
DB06402,Telavancin
DB06403,Ambrisentan
DB06410,Doxercalciferol
DB06412,Oxymetholone
DB06413,Armodafinil
DB06414,Etravirine
DB06441,Cangrelor
DB06480,Prucalopride
DB06589,Pazopanib
DB06594,Agomelatine
DB06595,Midostaurin
DB06603,Panobinostat
DB06605,Apixaban
DB06616,Bosutinib
DB06626,Axitinib
DB06636,Isavuconazonium
DB06637,Dalfampridine
DB06654,Safinamide
DB06663,Pasireotide
DB06684,Vilazodone
DB06689,Ethanolamine oleate
DB06690,Nitrous oxide
DB06691,Mepyramine
DB06694,Xylometazoline
DB06695,Dabigatran etexilate
DB06696,Arbekacin
DB06697,Artemether
DB06698,Betahistine
DB06699,Degarelix
DB06700,Desvenlafaxine
DB06701,Dexmethylphenidate
DB06702,Fesoterodine
DB06704,Iobenguane
DB06706,Isometheptene
DB06707,Levonordefrin
DB06708,Lumefantrine
DB06709,Methacholine
DB06710,Methyltestosterone
DB06711,Naphazoline
DB06712,Nilvadipine
DB06713,Norelgestromin
DB06715,Potassium Iodide
DB06716,Fospropofol
DB06717,Fosaprepitant
DB06718,Stanozolol
DB06723,Aluminum hydroxide
DB06724,Calcium carbonate
DB06725,Lornoxicam
DB06729,Sulfaphenazole
DB06730,Gestodene
DB06736,Aceclofenac
DB06737,Zaltoprofen
DB06738,Ketobemidone
DB06739,Seratrodast
DB06742,Ambroxol
DB06764,Tetryzoline
DB06766,Alcaftadine
DB06767,Ammonium chloride
DB06769,Bendamustine
DB06770,Benzyl alcohol
DB06771,Besifloxacin
DB06772,Cabazitaxel
DB06774,Capsaicin
DB06777,Chenodeoxycholic acid
DB06781,Difluprednate
DB06782,Dimercaprol
DB06786,Halcinonide
DB06788,Histrelin
DB06789,Hydroxyprogesterone caproate
DB06791,Lanreotide
DB06792,Lanthanum carbonate
DB06794,Lodoxamide
DB06795,Mafenide
DB06799,Methenamine
DB06800,Methylnaltrexone
DB06802,Nepafenac
DB06803,Niclosamide
DB06804,Nonoxynol-9
DB06810,Plicamycin
DB06813,Pralatrexate
DB06816,Pyrvinium
DB06817,Raltegravir
DB06819,Phenylbutyric acid
DB06820,Sulconazole
DB06824,Triethylenetetramine
DB06825,Triptorelin
DB06826,Unoprostone
DB06827,Viomycin
DB07615,Tranilast
DB08439,Parecoxib
DB08795,Azidocillin
DB08796,Pipazethate
DB08797,Salicylamide
DB08798,Sulfamoxole
DB08799,Antazoline
DB08800,Chloropyramine
DB08801,Dimetindene
DB08802,Isothipendyl
DB08804,Nandrolone decanoate
DB08806,Roxatidine acetate
DB08807,Bopindolol
DB08808,Bupranolol
DB08811,Tofisopam
DB08814,Triflusal
DB08815,Lurasidone
DB08816,Ticagrelor
DB08819,Tafluprost
DB08820,Ivacaftor
DB08822,Azilsartan medoxomil
DB08824,Ioflupane I-123
DB08826,Deferiprone
DB08827,Lomitapide
DB08828,Vismodegib
DB08860,Pitavastatin
DB08864,Rilpivirine
DB08865,Crizotinib
DB08867,Ulipristal
DB08868,Fingolimod
DB08869,Tesamorelin
DB08871,Eribulin
DB08872,Gabapentin enacarbil
DB08873,Boceprevir
DB08874,Fidaxomicin
DB08875,Cabozantinib
DB08877,Ruxolitinib
DB08880,Teriflunomide
DB08881,Vemurafenib
DB08882,Linagliptin
DB08883,Perampanel
DB08884,Gadoxetic acid
DB08887,Icosapent ethyl
DB08889,Carfilzomib
DB08893,Mirabegron
DB08895,Tofacitinib
DB08896,Regorafenib
DB08897,Aclidinium
DB08899,Enzalutamide
DB08901,Ponatinib
DB08903,Bedaquiline
DB08905,Formestane
DB08906,Fluticasone furoate
DB08907,Canagliflozin
DB08908,Dimethyl fumarate
DB08909,Glycerol phenylbutyrate
DB08910,Pomalidomide
DB08911,Trametinib
DB08912,Dabrafenib
DB08913,Radium Ra 223 dichloride
DB08916,Afatinib
DB08918,Levomilnacipran
DB08922,Perospirone
DB08930,Dolutegravir
DB08931,Riociguat
DB08932,Macitentan
DB08933,Luliconazole
DB08934,Sofosbuvir
DB08938,Magaldrate
DB08941,Isoxsuprine
DB08943,Isoconazole
DB08947,Iopamidol
DB08954,Ifenprodil
DB08957,Hexoprenaline
DB08958,Hexetidine
DB08964,Gemeprost
DB08965,Fusafungine
DB08967,Dimetotiazine
DB08970,Fluprednidene
DB08971,Fluocortolone
DB08974,Flubendazole
DB08976,Floctafenine
DB08981,Fenbufen
DB08983,Etofibrate
DB08984,Etofenamate
DB08987,Etidocaine
DB08991,Epirizole
DB08992,Eperisone
DB08993,Enviomycin
DB08994,Ditazole
DB08996,Dimetacrine
DB09000,Cyamemazine
DB09008,Cefaloridine
DB09009,Articaine
DB09014,Captodiame
DB09015,Canrenoic acid
DB09017,Brotizolam
DB09018,Bromopride
DB09020,Bisacodyl
DB09021,Benzoctamine
DB09026,Aliskiren
DB09027,Ledipasvir
DB09030,Vorapaxar
DB09031,Miltefosine
DB09034,Suvorexant
DB09038,Empagliflozin
DB09039,Eliglustat
DB09040,Efinaconazole
DB09041,Tavaborole
DB09042,Tedizolid phosphate
DB09047,Finafloxacin
DB09048,Netupitant
DB09049,Naloxegol
DB09053,Ibrutinib
DB09054,Idelalisib
DB09055,Acipimox
DB09060,Avibactam
DB09061,Cannabidiol
DB09063,Ceritinib
DB09065,Cobicistat
DB09067,Corticorelin ovine triflutate
DB09068,Vortioxetine
DB09069,Trimetazidine
DB09070,Tibolone
DB09071,Tasimelteon
DB09072,Sodium oxybate
DB09073,Palbociclib
DB09074,Olaparib
DB09075,Edoxaban
DB09076,Umeclidinium
DB09078,Lenvatinib
DB09079,Nintedanib
DB09080,Olodaterol
DB09082,Vilanterol
DB09083,Ivabradine
DB09084,Benzydamine
DB09085,Tetracaine
DB09087,Potassium alum
DB09090,Pinaverium
DB09091,Tixocortol
DB09093,Chlortetracycline
DB09094,Podophyllin
DB09095,Difluocortolone
DB09096,Benzoyl peroxide
DB09097,Quinagolide
DB09099,Somatostatin
DB09101,Elvitegravir
DB09102,Daclatasvir
DB09104,Magnesium hydroxide
DB09112,Nitrous acid
DB09117,Paraldehyde
DB09118,Stiripentol
DB09119,Eslicarbazepine acetate
DB09120,Zucapsaicin
DB09123,Dienogest
DB09124,Medrogestone
DB09125,Potassium citrate
DB09128,Brexpiprazole
DB09130,Copper
DB09134,Ioversol
DB09135,Ioxilan
DB09137,Technetium Tc-99m mebrofenin
DB09138,Technetium Tc-99m medronate
DB09143,Sonidegib
DB09146,Iron sucrose
DB09147,Ferric pyrophosphate
DB09153,Sodium chloride
DB09154,Sodium citrate
DB09156,Iopromide
DB09161,Technetium Tc-99m sestamibi
DB09162,DB09162
DB09166,Etizolam
DB09167,Dosulepin
DB09183,Dasabuvir
DB09185,Viloxazine
DB09198,Lobeglitazone
DB09204,Arotinolol
DB09209,Pholcodine
DB09210,Piracetam
DB09211,Limaprost
DB09212,Loxoprofen
DB09214,Dexketoprofen
DB09215,Droxicam
DB09216,Tolfenamic acid
DB09218,Clonixin
DB09220,Nicorandil
DB09221,Polaprezinc
DB09223,Blonanserin
DB09224,Melperone
DB09225,Zotepine
DB09227,Barnidipine
DB09230,Azelnidipine
DB09231,Benidipine
DB09232,Cilnidipine
DB09235,Efonidipine
DB09236,Lacidipine
DB09238,Manidipine
DB09241,Methylene blue
DB09242,Moxonidine
DB09244,Pirlindole
DB09245,Toloxatone
DB09256,Tegafur
DB09257,Gimeracil
DB09262,Imidafenacin
DB09265,Lixisenatide
DB09267,Strontium ranelate
DB09268,Picosulfuric acid
DB09269,Phenylacetic acid
DB09270,Ubidecarenone
DB09272,Eluxadoline
DB09273,Doxofylline
DB09274,Artesunate
DB09275,Bismuth subcitrate potassium
DB09276,Sodium aurothiomalate
DB09277,Choline C 11
DB09278,Activated charcoal
DB09279,Fimasartan
DB09280,Lumacaftor
DB09281,Magnesium trisilicate
DB09282,Molsidomine
DB09283,Trapidil
DB09285,Morniflumate
DB09286,Pipamperone
DB09288,Propacetamol
DB09289,Tianeptine
DB09290,Ramosetron
DB09291,Rolapitant
DB09292,Sacubitril
DB09293,Iodide I-131
DB09295,Talniflumate
DB09296,Ombitasvir
DB09297,Paritaprevir
DB09300,Butylscopolamine
DB09320,Procaine benzylpenicillin
DB09321,Zinc oxide
DB09322,Zinc sulfate
DB09323,DB09323
DB09324,Sulbactam
DB09330,Osimertinib
DB09338,Mersalyl
DB09342,Propoxycaine
DB09343,Tipiracil
DB09345,Pramocaine
DB09352,Hydroxyamphetamine
DB09389,Norgestrel
DB09396,DB09396
DB09414,Dipotassium phosphate
DB09449,"Sodium phosphate, monobasic"
DB09462,Glycerin
DB09477,Enalaprilat
DB09488,Acrivastine
DB09499,Thiosulfuric acid
DB09516,Mequinol
DB09536,Titanium dioxide
DB09543,Methyl salicylate
DB09555,Dexchlorpheniramine maleate
DB09561,Sodium glycerophosphate
DB09570,Ixazomib
DB11079,Trolamine salicylate
DB11093,Calcium citrate
DB11106,DB11106
DB11121,Chloroxylenol
DB11126,Calcium gluconate
DB11135,Selenium
DB11136,Chromium
DB11148,Butamben
DB11156,Pyrantel
DB11231,Lycopene
DB11235,Thonzylamine
DB11239,Aluminum sulfate
DB11254,Hexylresorcinol
DB11256,Levomefolic acid
DB11268,Protocatechualdehyde
DB11315,Methscopolamine
DB11342,Aluminum oxide
DB11348,Calcium Phosphate
DB11362,Selexipag
DB11363,Alectinib
DB11560,Lesinurad
DB11574,Elbasvir
DB11575,Grazoprevir
DB11581,Venetoclax
DB11586,Asunaprevir
DB11596,Levoleucovorin
DB11609,Normethadone
DB11610,Oxilofrine
DB11613,Velpatasvir
DB11614,Rupatadine
DB11619,Gestrinone
DB11633,Isavuconazole
DB11636,Nomegestrol
DB11641,Vinflunine
DB11660,Latanoprostene bunod
DB11691,Naldemedine
DB11699,Tropisetron
DB11730,Ribociclib
DB11737,Icotinib
DB11793,Niraparib
DB11817,Baricitinib
DB11828,Neratinib
DB11915,Valbenazine
DB11921,Deflazacort
DB11943,Delafloxacin
DB11989,Benznidazole
DB11994,Diacerein
DB12001,Abemaciclib
DB12026,Voxilaprevir
DB12070,Letermovir
DB12161,Deutetrabenazine
DB12267,Brigatinib
DB12278,Propiverine
DB12332,Rucaparib
DB12364,Betrixaban
DB12483,Copanlisib
DB12532,Oxetacaine
DB12598,Nafamostat
DB12924,Ozenoxacin
DB13025,Tiapride
DB13139,Levosalbutamol
DB13142,Calcium glubionate anhydrous
DB13145,Nedaplatin
DB13146,Fluciclovine (18F)
DB13153,Levomenol
DB13158,Clobetasone
DB13167,Alclofenac
DB13179,Troleandomycin
DB13231,Calcium lactate
DB13323,Trichloroethylene
DB13450,DB13450
DB13595,Almasilate
DB13747,Trolamine
DB13783,Acemetacin
DB13872,Lormetazepam
DB13873,Fenofibric acid
DB13874,Enasidenib
DB13878,Pibrentasvir
DB13879,Glecaprevir
DB13925,Dotatate gallium Ga-68
